Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2004,6,12,00:00,UTC,12.4,-1,12.1,13.7,9.7
2004,6,13,00:00,UTC,-1,-1,16.1,21.6,11.1
2004,6,14,00:00,UTC,1.6,-1,13.7,20.4,11
2004,6,15,00:00,UTC,0,-1,13.2,16.7,10
2004,6,16,00:00,UTC,3.1,-1,11.1,15.7,8.8
2004,6,17,00:00,UTC,1.1,-1,11.1,15.7,7.1
2004,6,18,00:00,UTC,0.1,-1,11.9,15.2,7.7
2004,6,19,00:00,UTC,0.3,-1,12.2,15.6,7.4
2004,6,20,00:00,UTC,5.2,-1,13,16.6,11.1
2004,6,21,00:00,UTC,-1,-1,13.1,16.1,8.4
2004,6,22,00:00,UTC,0,-1,14.3,17.4,11.3
2004,6,23,00:00,UTC,-1,-1,13.5,16.2,11.4
2004,6,24,00:00,UTC,10.2,-1,12.6,15.3,8.6
2004,6,25,00:00,UTC,1.8,-1,15.5,19.2,13.2
2004,6,26,00:00,UTC,0.2,-1,15.3,18.2,12.6
2004,6,27,00:00,UTC,10.6,-1,14.3,17.2,12.9
2004,6,28,00:00,UTC,0.1,-1,14.7,16.2,13.6
2004,6,29,00:00,UTC,0.1,-1,16.2,19.5,13.3
2004,6,30,00:00,UTC,27,-1,14,17.9,12.7
2004,7,1,00:00,UTC,-1,-1,14.3,17.3,11.6
2004,7,2,00:00,UTC,3.9,-1,15.6,20.2,11.6
2004,7,3,00:00,UTC,31.8,-1,13,15.3,10.9
2004,7,4,00:00,UTC,0.2,-1,14.9,19.1,11.2
2004,7,5,00:00,UTC,0,-1,14.8,18.7,10.7
2004,7,6,00:00,UTC,0.3,-1,14.5,17.6,11.9
2004,7,7,00:00,UTC,0.6,-1,14.1,17.5,11.9
2004,7,8,00:00,UTC,-1,-1,15.1,18.7,9.8
2004,7,9,00:00,UTC,0,-1,16.1,20.1,10.4
2004,7,10,00:00,UTC,5.2,-1,15.9,18.3,14.3
2004,7,11,00:00,UTC,1.6,-1,15.7,18.8,12.7
2004,7,12,00:00,UTC,0.8,-1,15.8,18.9,13.1
2004,7,13,00:00,UTC,0.8,-1,16.3,18.3,14.3
2004,7,14,00:00,UTC,0.1,-1,16.4,18.7,14.3
2004,7,15,00:00,UTC,-1,-1,15.6,17.9,13.5
2004,7,16,00:00,UTC,-1,-1,16.9,22,10.9
2004,7,17,00:00,UTC,0,-1,17.3,20.7,13.8
2004,7,18,00:00,UTC,-1,-1,17.6,21.8,11.7
2004,7,19,00:00,UTC,14.2,-1,19.1,22.9,12.7
2004,7,20,00:00,UTC,-1,-1,18.2,20.3,15.9
2004,7,21,00:00,UTC,-1,-1,18.2,21.3,12.8
2004,7,22,00:00,UTC,-1,-1,19.8,22.8,16.2
2004,7,23,00:00,UTC,1.7,-1,19.7,22.6,16.5
2004,7,24,00:00,UTC,-1,-1,19.6,22.1,16.8
2004,7,25,00:00,UTC,-1,-1,18.8,20.9,16.4
2004,7,26,00:00,UTC,-1,-1,17.1,20.6,13.1
2004,7,27,00:00,UTC,38.2,-1,18.1,20.8,12.3
2004,7,28,00:00,UTC,28.2,-1,16.6,19.9,15.5
2004,7,29,00:00,UTC,29.9,-1,15.8,17.6,14.2
2004,7,30,00:00,UTC,6.7,-1,17.4,20,15.5
2004,7,31,00:00,UTC,12.5,-1,17.3,20.5,16.2
2004,8,1,00:00,UTC,0.2,-1,17.9,20.5,15.7
2004,8,2,00:00,UTC,2.5,-1,20.7,24,16.6
2004,8,3,00:00,UTC,-1,-1,21.4,24.4,19
2004,8,4,00:00,UTC,-1,-1,21.5,24.3,18.2
2004,8,5,00:00,UTC,-1,-1,21.4,25.4,16.3
2004,8,6,00:00,UTC,-1,-1,21.9,25.7,17.6
2004,8,7,00:00,UTC,-1,-1,22,25.7,15.9
2004,8,8,00:00,UTC,-1,-1,22.4,27,16.8
2004,8,9,00:00,UTC,0.3,-1,19.7,24.4,17.6
2004,8,10,00:00,UTC,-1,-1,18.3,21.3,13.8
2004,8,11,00:00,UTC,12.7,-1,17.6,22.7,15.3
2004,8,12,00:00,UTC,0.1,-1,15.9,20.4,11.1
2004,8,13,00:00,UTC,-1,-1,14.7,18.4,11.7
2004,8,14,00:00,UTC,-1,-1,11.7,15.9,8.2
2004,8,15,00:00,UTC,6.8,-1,12.9,17.3,5.8
2004,8,16,00:00,UTC,0,-1,15.7,19.4,12
2004,8,17,00:00,UTC,12.2,-1,15.6,17.4,12.9
2004,8,18,00:00,UTC,2.2,-1,16.7,21.5,13.6
2004,8,19,00:00,UTC,5.1,-1,15.9,19,11.7
2004,8,20,00:00,UTC,0,-1,19.3,21.2,17
2004,8,21,00:00,UTC,0.1,-1,18.1,20.3,16.8
2004,8,22,00:00,UTC,2.1,-1,17.1,19,16
2004,8,23,00:00,UTC,0.5,-1,14.2,16.5,12.7
2004,8,24,00:00,UTC,-1,-1,13.7,17.7,10.8
2004,8,25,00:00,UTC,7.4,-1,13.2,17.1,6.1
2004,8,26,00:00,UTC,12.1,-1,14,15.9,12.4
2004,8,27,00:00,UTC,-1,-1,16.3,17.8,14.5
2004,8,28,00:00,UTC,6.3,-1,16.4,18.9,14.7
2004,8,29,00:00,UTC,2.6,-1,16.2,18.5,14
2004,8,30,00:00,UTC,5.7,-1,16.6,19.1,13.3
2004,8,31,00:00,UTC,4.7,-1,17.5,20.2,14.9
2004,9,1,00:00,UTC,1,-1,15.3,17.3,13.5
2004,9,2,00:00,UTC,10,-1,14.7,17.5,12
2004,9,3,00:00,UTC,-1,-1,17.9,20.6,13.7
2004,9,4,00:00,UTC,-1,-1,15,18,13.7
2004,9,5,00:00,UTC,-1,-1,15.5,19.5,10.3
2004,9,6,00:00,UTC,-1,-1,16.9,20.3,15.2
2004,9,7,00:00,UTC,2.4,-1,11.9,16.3,9.7
2004,9,8,00:00,UTC,-1,-1,9.4,12.6,7.7
2004,9,9,00:00,UTC,-1,-1,9.1,12.9,3.7
2004,9,10,00:00,UTC,-1,-1,14,17.2,10.7
2004,9,11,00:00,UTC,0,-1,14.5,17.7,11.4
2004,9,12,00:00,UTC,9.1,-1,15.2,16.9,12.2
2004,9,13,00:00,UTC,0.2,-1,14.9,17.1,13.2
2004,9,14,00:00,UTC,1.2,-1,14.5,16.4,13.4
2004,9,15,00:00,UTC,4.2,-1,14,15.9,12.3
2004,9,16,00:00,UTC,3,-1,10,14.4,7
2004,9,17,00:00,UTC,0.1,-1,10.5,14.1,5.5
2004,9,18,00:00,UTC,0.2,-1,13.1,14.3,12.3
2004,9,19,00:00,UTC,1.4,-1,13,15.4,11.2
2004,9,20,00:00,UTC,3,-1,13.2,15.3,10.6
2004,9,21,00:00,UTC,11.3,-1,12,13.5,11
2004,9,22,00:00,UTC,8.2,-1,11,13.2,9.6
2004,9,23,00:00,UTC,0.5,-1,10.5,12.7,8.8
2004,9,24,00:00,UTC,10.8,-1,11.4,13.8,8.2
2004,9,25,00:00,UTC,0.2,-1,11.2,13,9.2
2004,9,26,00:00,UTC,4.5,-1,11.7,14.6,8.8
2004,9,27,00:00,UTC,13.8,-1,11.7,13.2,10.5
2004,9,28,00:00,UTC,2.3,-1,11.2,12.4,9.6
2004,9,29,00:00,UTC,-1,-1,11.2,13.9,9.6
2004,9,30,00:00,UTC,-1,-1,9.4,12.4,7.4
2004,10,1,00:00,UTC,-1,-1,7.8,12.8,3.2
2004,10,2,00:00,UTC,-1,-1,7.4,11.9,2.2
2004,10,3,00:00,UTC,-1,-1,8.9,10.4,6.9
2004,10,4,00:00,UTC,-1,-1,10.7,12.5,8.6
2004,10,5,00:00,UTC,9.9,-1,12,14.1,10
2004,10,6,00:00,UTC,9.6,-1,12,13.1,11.1
2004,10,7,00:00,UTC,4.5,-1,11.2,13.7,9.4
2004,10,8,00:00,UTC,3.2,-1,9.6,12.5,8.3
2004,10,9,00:00,UTC,0.9,-1,4.6,9,0.9
2004,10,10,00:00,UTC,-1,-1,2.6,4.7,0.7
2004,10,11,00:00,UTC,-1,-1,0.1,3.9,-2.9
2004,10,12,00:00,UTC,-1,-1,3.7,9.9,-2.9
2004,10,13,00:00,UTC,-1,-1,6.5,9.2,2
2004,10,14,00:00,UTC,-1,-1,7.3,8.9,5.7
2004,10,15,00:00,UTC,-1,-1,7.4,8.8,5.2
2004,10,16,00:00,UTC,0.3,-1,7.1,8.7,6.4
2004,10,17,00:00,UTC,3,-1,7.7,9.4,6
2004,10,18,00:00,UTC,4.9,-1,8.1,9.4,7.6
2004,10,19,00:00,UTC,0,-1,5.3,8.2,3.8
2004,10,20,00:00,UTC,-1,-1,4.3,5.9,1.7
2004,10,21,00:00,UTC,2.4,-1,5.2,6.7,3.6
2004,10,22,00:00,UTC,13.6,-1,8.8,11,5.1
2004,10,23,00:00,UTC,1.8,-1,9.1,11.2,7.7
2004,10,24,00:00,UTC,0.3,-1,7.2,9.4,6.3
2004,10,25,00:00,UTC,6.3,-1,5.7,8.8,0.7
2004,10,26,00:00,UTC,1.7,-1,10,11,6.7
2004,10,27,00:00,UTC,-1,-1,7.3,10.6,5.5
2004,10,28,00:00,UTC,-1,-1,4.6,8.7,2.2
2004,10,29,00:00,UTC,-1,-1,3.6,8.1,0
2004,10,30,00:00,UTC,-1,-1,3,5.9,0.6
2004,10,31,00:00,UTC,0.2,-1,2.5,4.9,0.5
2004,11,1,00:00,UTC,-1,-1,5,8.1,2.1
2004,11,2,00:00,UTC,-1,-1,3.8,7,1.5
2004,11,3,00:00,UTC,-1,-1,5.2,7.1,2.6
2004,11,4,00:00,UTC,0.1,-1,7.4,8.5,4.8
2004,11,5,00:00,UTC,4.1,-1,8.3,9.7,6.6
2004,11,6,00:00,UTC,0.8,-1,5.4,8.6,2.5
2004,11,7,00:00,UTC,-1,-1,4.3,5.5,3.4
2004,11,8,00:00,UTC,-1,-1,6.3,7.8,2.6
2004,11,9,00:00,UTC,-1,-1,6.8,8.8,6.2
2004,11,10,00:00,UTC,-1,-1,3.7,6.7,2
2004,11,11,00:00,UTC,0.4,-1,6.5,7.6,4.6
2004,11,12,00:00,UTC,22.8,-1,8.1,9,6.7
2004,11,13,00:00,UTC,-1,-1,3.9,8.8,2.8
2004,11,14,00:00,UTC,1.4,-1,2.3,3.7,-0.1
2004,11,15,00:00,UTC,3.2,-1,6.5,9.7,1.6
2004,11,16,00:00,UTC,0.1,-1,1.1,5,-0.9
2004,11,17,00:00,UTC,1.1,-1,-2.2,-0.1,-3.5
2004,11,18,00:00,UTC,-1,1,-2.7,1,-6.9
2004,11,19,00:00,UTC,0.1,1,-5.3,-2.8,-8
2004,11,20,00:00,UTC,27,1,-3.7,0.7,-9.1
2004,11,21,00:00,UTC,0,30,-6.5,-0.1,-8.9
2004,11,22,00:00,UTC,10.5,27,-5.3,0.2,-13.4
2004,11,23,00:00,UTC,0.4,33,-2.2,1.1,-6.2
2004,11,24,00:00,UTC,2.3,32,-6.1,-4,-9.6
2004,11,25,00:00,UTC,0.3,25,-0.2,3.2,-9
2004,11,26,00:00,UTC,-1,22,-5.1,-2.9,-7.6
2004,11,27,00:00,UTC,0,24,-6.8,-2.9,-9.1
2004,11,28,00:00,UTC,9,23,-7.4,-7,-10
2004,11,29,00:00,UTC,3.6,32,0,2.1,-7.7
2004,11,30,00:00,UTC,3.6,30,0.5,3.9,-3.4
2004,12,1,00:00,UTC,-1,24,2.9,4.3,2.2
2004,12,2,00:00,UTC,6.3,17,1.7,3.4,0.4
2004,12,3,00:00,UTC,-1,17,-4.3,1.1,-7.6
2004,12,4,00:00,UTC,6,16,-2.4,3.5,-11.4
2004,12,5,00:00,UTC,1,14,4.3,5.9,1
2004,12,6,00:00,UTC,0.1,11,2.3,5.9,-0.3
2004,12,7,00:00,UTC,0,9,2.8,6.5,-1.2
2004,12,8,00:00,UTC,0.1,6,1.8,3.6,0.4
2004,12,9,00:00,UTC,-1,6,-0.5,2.1,-2.1
2004,12,10,00:00,UTC,0.1,6,1.5,3.5,-1.4
2004,12,11,00:00,UTC,-1,5,2.9,4.5,1.2
2004,12,12,00:00,UTC,-1,3,0.8,3.7,-2.7
2004,12,13,00:00,UTC,0,3,-1.8,2.6,-6.4
2004,12,14,00:00,UTC,0.7,3,3.7,4.5,1.9
2004,12,15,00:00,UTC,5.1,1,4.5,5.5,3.8
2004,12,16,00:00,UTC,-1,1,4.1,5.9,2.1
2004,12,17,00:00,UTC,6.1,-1,3.9,5.1,2.5
2004,12,18,00:00,UTC,0.4,-1,3.7,5,1.9
2004,12,19,00:00,UTC,15.5,-1,1.6,3.6,0.1
2004,12,20,00:00,UTC,0.4,6,-1.7,0.6,-2.8
2004,12,21,00:00,UTC,0.1,8,-3.5,-1.3,-5.4
2004,12,22,00:00,UTC,5.3,8,1,2.6,-6.1
2004,12,23,00:00,UTC,5.4,9,0.8,2.7,-1.1
2004,12,24,00:00,UTC,0.1,8,-0.1,4,-2.5
2004,12,25,00:00,UTC,9.9,6,-0.7,1.6,-6.1
2004,12,26,00:00,UTC,0.2,14,-0.3,3.6,-3.3
2004,12,27,00:00,UTC,-1,14,-0.4,1.8,-2.5
2004,12,28,00:00,UTC,0.6,14,-1.2,1.3,-8
2004,12,29,00:00,UTC,0.2,10,1.1,2.3,-0.1
2004,12,30,00:00,UTC,8.2,10,2.8,3.8,-1.4
2004,12,31,00:00,UTC,-1,6,1.7,4.7,-0.1
2005,1,1,00:00,UTC,0.3,5,1.2,3.5,-1.2
2005,1,2,00:00,UTC,3.4,5,1.8,2.8,0.2
2005,1,3,00:00,UTC,0.4,5,1.3,4,-0.6
2005,1,4,00:00,UTC,5.3,6,0.1,1.3,-1.3
2005,1,5,00:00,UTC,3.1,8,0.7,2.4,-0.7
2005,1,6,00:00,UTC,2,9,1.6,3.9,-0.7
2005,1,7,00:00,UTC,3.3,6,3.9,6.2,0.3
2005,1,8,00:00,UTC,9.1,2,4.6,7.1,3.4
2005,1,9,00:00,UTC,0.4,-1,2.2,5.5,-0.1
2005,1,10,00:00,UTC,6,-1,2.1,3.7,-1.4
2005,1,11,00:00,UTC,-1,-1,5,7.3,3.2
2005,1,12,00:00,UTC,1.7,-1,3.9,5.6,0.6
2005,1,13,00:00,UTC,3.8,-1,4.1,5.5,3.3
2005,1,14,00:00,UTC,0.1,-1,0.4,4.3,-1.5
2005,1,15,00:00,UTC,0.2,-1,-3.6,-0.9,-5
2005,1,16,00:00,UTC,3.6,0,1.9,3.6,-4.8
2005,1,17,00:00,UTC,-1,-1,3.5,4.3,2.5
2005,1,18,00:00,UTC,0.1,-1,2.2,3.1,1.5
2005,1,19,00:00,UTC,2.2,-1,0.8,2.9,-1.1
2005,1,20,00:00,UTC,11.5,4,0.3,1.1,-0.5
2005,1,21,00:00,UTC,9.1,19,0.4,1.6,-0.9
2005,1,22,00:00,UTC,1.9,17,0.1,1.5,-0.6
2005,1,23,00:00,UTC,6.1,20,-1.2,0.1,-2.9
2005,1,24,00:00,UTC,1.3,24,-4.4,-2.4,-5.6
2005,1,25,00:00,UTC,1.8,24,-3,-1.5,-5.6
2005,1,26,00:00,UTC,1.3,27,-4,-1.8,-7.4
2005,1,27,00:00,UTC,0.2,26,-4.1,-0.4,-6.3
2005,1,28,00:00,UTC,2,26,-11.7,-5.9,-13.7
2005,1,29,00:00,UTC,0.6,30,-8.4,-5.8,-12.2
2005,1,30,00:00,UTC,7.1,29,-5.2,-2.8,-9.1
2005,1,31,00:00,UTC,2.9,28,0,1.1,-3.9
2005,2,1,00:00,UTC,1.5,28,-0.8,0.3,-1.7
2005,2,2,00:00,UTC,0.1,29,-3.2,-0.3,-5.6
2005,2,3,00:00,UTC,0,28,-2.7,-1.2,-6.1
2005,2,4,00:00,UTC,0.4,27,-1.6,-0.6,-3.1
2005,2,5,00:00,UTC,0.6,26,-0.1,1,-3
2005,2,6,00:00,UTC,0,24,1.8,2.6,0.4
2005,2,7,00:00,UTC,-1,19,0.7,2.1,0.1
2005,2,8,00:00,UTC,-1,18,-0.4,1.4,-1.9
2005,2,9,00:00,UTC,-1,18,-1.6,0.1,-2.9
2005,2,10,00:00,UTC,4.4,18,-1.3,1.3,-3.9
2005,2,11,00:00,UTC,0.2,20,1.1,2.5,-0.5
2005,2,12,00:00,UTC,0,19,0.4,2.5,-2.6
2005,2,13,00:00,UTC,4.9,18,-1.5,1,-2.2
2005,2,14,00:00,UTC,2.3,23,-5.4,-1.9,-7.4
2005,2,15,00:00,UTC,0,25,-7.4,-5.5,-8.5
2005,2,16,00:00,UTC,0,24,-9.7,-6.5,-13.8
2005,2,17,00:00,UTC,0,24,-6.1,-4,-8.4
2005,2,18,00:00,UTC,2,23,-3,-0.8,-6.5
2005,2,19,00:00,UTC,0.2,25,-1,-0.1,-1.8
2005,2,20,00:00,UTC,0.3,25,-3.1,-0.5,-4.3
2005,2,21,00:00,UTC,0.3,25,-6.2,-3.8,-7.5
2005,2,22,00:00,UTC,0.2,25,-12.1,-5.3,-15.1
2005,2,23,00:00,UTC,0.1,26,-10.4,-7.3,-14.2
2005,2,24,00:00,UTC,0,25,-8.6,-4.4,-13.4
2005,2,25,00:00,UTC,0,25,-8.3,-2.9,-13.4
2005,2,26,00:00,UTC,0,24,-9.3,-5.7,-12.6
2005,2,27,00:00,UTC,0,24,-10.1,-6.1,-13.4
2005,2,28,00:00,UTC,-1,25,-12.2,-8.8,-15.7
2005,3,1,00:00,UTC,-1,25,-13.2,-8.4,-18.3
2005,3,2,00:00,UTC,0,25,-9.7,-4,-15.4
2005,3,3,00:00,UTC,0.1,24,-8.6,-3.5,-15.5
2005,3,4,00:00,UTC,0,25,-10.4,-6.4,-17.4
2005,3,5,00:00,UTC,-1,25,-6.4,-2.7,-10.4
2005,3,6,00:00,UTC,-1,25,-6.3,-3.3,-10.4
2005,3,7,00:00,UTC,0.7,25,-5.4,-2.7,-7.4
2005,3,8,00:00,UTC,0,27,-3.9,-1.2,-7.6
2005,3,9,00:00,UTC,-1,27,-9,-4.5,-12.9
2005,3,10,00:00,UTC,-1,26,-9.7,-3.6,-15
2005,3,11,00:00,UTC,0.2,26,-9.3,-4.1,-16.4
2005,3,12,00:00,UTC,0.1,26,-8.4,-5.7,-10.5
2005,3,13,00:00,UTC,-1,25,-10,-5.6,-14
2005,3,14,00:00,UTC,-1,25,-10.6,-5.5,-17
2005,3,15,00:00,UTC,-1,25,-9.3,-2.6,-16
2005,3,16,00:00,UTC,2.2,25,-8.1,-3,-15.3
2005,3,17,00:00,UTC,3.6,29,-4.9,-3.3,-7.7
2005,3,18,00:00,UTC,0,31,-5.6,-2.4,-7.7
2005,3,19,00:00,UTC,-1,30,-5.9,-1,-11.4
2005,3,20,00:00,UTC,-1,29,-4.8,-0.5,-9.8
2005,3,21,00:00,UTC,-1,28,-2.8,2.7,-9.9
2005,3,22,00:00,UTC,0.1,28,-2.1,3.1,-8.9
2005,3,23,00:00,UTC,0.2,28,-0.1,1.1,-2.5
2005,3,24,00:00,UTC,-1,28,1.5,3.4,-0.6
2005,3,25,00:00,UTC,0,25,5,10.2,1.6
2005,3,26,00:00,UTC,-1,20,2.7,6.8,-0.7
2005,3,27,00:00,UTC,-1,17,0.1,2.7,-2.5
2005,3,28,00:00,UTC,0,17,-1.7,1.2,-3.2
2005,3,29,00:00,UTC,0,17,-0.9,4.3,-5
2005,3,30,00:00,UTC,-1,16,0.6,5.5,-5.7
2005,3,31,00:00,UTC,-1,14,2.9,9.5,-2.7
2005,4,1,00:00,UTC,-1,11,3,9.1,-1.5
2005,4,2,00:00,UTC,-1,8,1.8,5.7,-2.8
2005,4,3,00:00,UTC,-1,6,7,12.9,3.5
2005,4,4,00:00,UTC,-1,5,4.1,8.5,-0.4
2005,4,5,00:00,UTC,0,4,5.3,11.5,1.7
2005,4,6,00:00,UTC,-1,0,3.8,7.5,1.1
2005,4,7,00:00,UTC,4.1,0,4.1,9.1,0.6
2005,4,8,00:00,UTC,0.1,-1,4.7,6.9,3.8
2005,4,9,00:00,UTC,0,-1,3.6,7.7,0.7
2005,4,10,00:00,UTC,-1,-1,1.2,5.2,-1.4
2005,4,11,00:00,UTC,1.6,-1,2.9,5.3,-0.3
2005,4,12,00:00,UTC,-1,-1,3.9,7.8,-0.1
2005,4,13,00:00,UTC,-1,-1,4.8,7.2,3.4
2005,4,14,00:00,UTC,-1,-1,6.1,10.8,0.8
2005,4,15,00:00,UTC,-1,-1,7.7,12.8,4.3
2005,4,16,00:00,UTC,-1,-1,6.8,10.2,4
2005,4,17,00:00,UTC,-1,-1,8.1,13.2,2.3
2005,4,18,00:00,UTC,0,-1,5.3,9.5,1.6
2005,4,19,00:00,UTC,0,0,1.8,6.8,-0.4
2005,4,20,00:00,UTC,0.6,-1,0.4,4.6,-2.6
2005,4,21,00:00,UTC,3.3,0,-0.4,3.4,-2
2005,4,22,00:00,UTC,0,3,0.8,4.6,-4.6
2005,4,23,00:00,UTC,-1,-1,2.6,6.4,-1.1
2005,4,24,00:00,UTC,-1,-1,3.9,7.2,-1.1
2005,4,25,00:00,UTC,-1,-1,5.5,9.4,-0.1
2005,4,26,00:00,UTC,-1,-1,6.4,11.8,-0.7
2005,4,27,00:00,UTC,-1,-1,6.8,10.6,0.8
2005,4,28,00:00,UTC,-1,-1,8.4,13,2.4
2005,4,29,00:00,UTC,-1,-1,8.5,12.9,5.3
2005,4,30,00:00,UTC,0.1,-1,5.2,7.2,3.9
2005,5,1,00:00,UTC,-1,-1,4.1,6.4,1.6
2005,5,2,00:00,UTC,-1,-1,5.3,8.4,2.2
2005,5,3,00:00,UTC,6.9,-1,5.6,7.6,2.9
2005,5,4,00:00,UTC,-1,-1,7,9.8,5.1
2005,5,5,00:00,UTC,-1,-1,6.7,9.2,4.6
2005,5,6,00:00,UTC,-1,-1,9,12.3,5.8
2005,5,7,00:00,UTC,-1,-1,7.8,11.2,4.6
2005,5,8,00:00,UTC,-1,-1,9,12.1,4
2005,5,9,00:00,UTC,0,-1,9.9,14.7,6.9
2005,5,10,00:00,UTC,2.6,-1,10.6,15.9,4.5
2005,5,11,00:00,UTC,-1,-1,10.1,15.3,6.2
2005,5,12,00:00,UTC,-1,-1,9.5,14.8,5.2
2005,5,13,00:00,UTC,-1,-1,12.4,17.8,4.4
2005,5,14,00:00,UTC,-1,-1,11.9,16.4,7.7
2005,5,15,00:00,UTC,0.7,-1,9.6,14,7.4
2005,5,16,00:00,UTC,11.7,-1,8.9,13.2,5
2005,5,17,00:00,UTC,7.4,-1,9.1,12,7.2
2005,5,18,00:00,UTC,-1,-1,7.8,10.8,5.9
2005,5,19,00:00,UTC,0,-1,8.1,10.9,4.6
2005,5,20,00:00,UTC,-1,-1,9.5,13.7,5
2005,5,21,00:00,UTC,-1,-1,12,16.3,6.6
2005,5,22,00:00,UTC,0,-1,14.7,19.9,10.5
2005,5,23,00:00,UTC,-1,-1,16,20.9,12
2005,5,24,00:00,UTC,0.1,-1,17.1,23,13.1
2005,5,25,00:00,UTC,0,-1,14.4,18.5,11.6
2005,5,26,00:00,UTC,0.5,-1,12.7,15.7,10.2
2005,5,27,00:00,UTC,-1,-1,14.1,18.2,11.2
2005,5,28,00:00,UTC,0.6,-1,13.7,18.1,10.6
2005,5,29,00:00,UTC,0.3,-1,9.8,13.1,7.7
2005,5,30,00:00,UTC,9.9,-1,11.4,15.2,9.5
2005,5,31,00:00,UTC,26.2,-1,11.4,15.8,7.5
2005,6,1,00:00,UTC,1.1,-1,8.1,10.8,6.8
2005,6,2,00:00,UTC,0,-1,10.8,15.2,4.5
2005,6,3,00:00,UTC,0,-1,11.2,15.2,5.5
2005,6,4,00:00,UTC,16.1,-1,11.8,13.4,10.2
2005,6,5,00:00,UTC,4.8,-1,12.8,15.4,11.1
2005,6,6,00:00,UTC,-1,-1,11.2,12.9,9.2
2005,6,7,00:00,UTC,-1,-1,12,15.6,6.6
2005,6,8,00:00,UTC,-1,-1,13.9,17.6,9.6
2005,6,9,00:00,UTC,-1,-1,14.4,17.7,8.2
2005,6,10,00:00,UTC,-1,-1,13.5,17.7,8.6
2005,6,11,00:00,UTC,11.6,-1,16.4,19.2,11.7
2005,6,12,00:00,UTC,11.8,-1,14.8,18,12.5
2005,6,13,00:00,UTC,0.9,-1,14.3,17.2,12.1
2005,6,14,00:00,UTC,-1,-1,15.7,19.2,12.3
2005,6,15,00:00,UTC,-1,-1,18,23.1,12.9
2005,6,16,00:00,UTC,-1,-1,15.8,20.3,12.4
2005,6,17,00:00,UTC,-1,-1,15.9,18.9,11.6
2005,6,18,00:00,UTC,0.1,-1,18.5,22.7,13.4
2005,6,19,00:00,UTC,-1,-1,17.5,21.8,14.1
2005,6,20,00:00,UTC,-1,-1,15.4,19.6,10.1
2005,6,21,00:00,UTC,-1,-1,16.1,19.9,9.4
2005,6,22,00:00,UTC,-1,-1,16.6,20,12.2
2005,6,23,00:00,UTC,-1,-1,17.4,21.2,11.7
2005,6,24,00:00,UTC,-1,-1,17.5,19.8,14
2005,6,25,00:00,UTC,3.1,-1,14.4,19.1,11.2
2005,6,26,00:00,UTC,0.2,-1,14.8,19.5,9.2
2005,6,27,00:00,UTC,3,-1,14.3,18.2,9.4
2005,6,28,00:00,UTC,7.3,-1,12.4,16.3,10.1
2005,6,29,00:00,UTC,5.5,-1,11.2,14.9,8.8
2005,6,30,00:00,UTC,6.5,-1,14,17.8,9
2005,7,1,00:00,UTC,5.6,-1,15.8,22.2,11.9
2005,7,2,00:00,UTC,0,-1,16.4,19.9,11.5
2005,7,3,00:00,UTC,-1,-1,18.4,22.4,11
2005,7,4,00:00,UTC,-1,-1,19.7,24,12.6
2005,7,5,00:00,UTC,-1,-1,21.1,25.5,13.8
2005,7,6,00:00,UTC,1,-1,21.7,26.6,15.6
2005,7,7,00:00,UTC,0,-1,18.3,23.1,16.6
2005,7,8,00:00,UTC,-1,-1,18.3,21.4,13.5
2005,7,9,00:00,UTC,-1,-1,20.2,25.4,11.7
2005,7,10,00:00,UTC,-1,-1,23.2,28.3,16.7
2005,7,11,00:00,UTC,0.5,-1,24.6,29.6,18.7
2005,7,12,00:00,UTC,-1,-1,22,27.2,16.4
2005,7,13,00:00,UTC,-1,-1,22,27,17
2005,7,14,00:00,UTC,0,-1,20.4,23.7,17.9
2005,7,15,00:00,UTC,-1,-1,20.5,23.4,16.5
2005,7,16,00:00,UTC,-1,-1,21.3,24.6,15.8
2005,7,17,00:00,UTC,0.1,-1,20.6,23,17.8
2005,7,18,00:00,UTC,0.4,-1,19.9,22.8,15.1
2005,7,19,00:00,UTC,1.7,-1,18.3,21.3,15.6
2005,7,20,00:00,UTC,0.9,-1,18.7,22,16.1
2005,7,21,00:00,UTC,0,-1,18.4,20.7,15
2005,7,22,00:00,UTC,6.9,-1,16,19.7,13.1
2005,7,23,00:00,UTC,5.7,-1,17,19.4,14.8
2005,7,24,00:00,UTC,0.7,-1,17.5,20,15.3
2005,7,25,00:00,UTC,0,-1,17.8,20.5,15.4
2005,7,26,00:00,UTC,21.1,-1,18.2,23,14.5
2005,7,27,00:00,UTC,2.2,-1,18,21.2,16
2005,7,28,00:00,UTC,1,-1,18.7,21.5,15.5
2005,7,29,00:00,UTC,-1,-1,17.7,20.3,13.2
2005,7,30,00:00,UTC,0.7,-1,17.5,21.4,12.4
2005,7,31,00:00,UTC,1.2,-1,18.4,22.3,14.2
2005,8,1,00:00,UTC,1.9,-1,18.6,21.6,15.8
2005,8,2,00:00,UTC,0,-1,18.4,23.7,15.1
2005,8,3,00:00,UTC,-1,-1,16.4,22.2,11.7
2005,8,4,00:00,UTC,30.7,-1,17.5,21.4,12.8
2005,8,5,00:00,UTC,0,-1,16.9,21.5,13.6
2005,8,6,00:00,UTC,9.4,-1,17.3,20.6,13.4
